Product Name,Brand Name,Price,Rating,Reviews,Review Votes,Sentiments,neg,neu,pos,compound,review_length
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,2,phone trapped want simple phone get old school flip phone want something also work get blackberry somthing new isnt even middle two another dimension nothing frustration phone,0.0,0,0.108,0.729,0.163,-0.0634,175
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,excellent,0.0,1,0.0,0.0,1.0,0.5719,9
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,4,friend mentioned phone worth said thanks lot friend,0.0,1,0.0,0.263,0.737,0.8807,51
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,used unlocked gsm nokia asha philippine recently janfeb excellent problem functionality bought p sim card airport presto worked passed brother instant came back u visiting philippine soon easy use used smart phone w touch screen surprised worked w easily read instruction operate ill buy another one like definitely upgraded version nokia unlocked gsm phone,1.0,1,0.084,0.628,0.288,0.9062,357
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,excelente,0.0,0,0.0,1.0,0.0,0.0,9
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,excellent phone youngest son walk reasonable option quality first,0.0,1,0.0,0.684,0.316,0.5719,65
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,solid phone,0.0,1,0.0,0.385,0.615,0.1531,11
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,good choice,0.0,1,0.0,0.256,0.744,0.4404,11
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,4,perfect practical easy handle good resolution well packed,0.0,1,0.0,0.256,0.744,0.891,57
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,excellent product righti recommend,0.0,1,0.0,0.244,0.756,0.7351,34
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,nokia brand used telephone good price excellent team gift daughter liked easy use affordable price recommend,1.0,1,0.0,0.361,0.639,0.9493,108
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,4,first let say ive nokia user since first cell phone age ten year ago course one year ventured samsung land phone died back nokia went ive always enjoyed nokia phonessecond ive looking qwerty phone internetvideomp playing capability asha fit strong build dropped numerous time phone still intact like keyboard fan touchscreen didnt get asha far sound think depends headphone earbuds produced loudness decibel made listening experience mediocre bought bud db loudness sound much better nokia xpress bit sucky downloaded opera browser phone work slightly better internet experience pretty easy wont get video game sn dont even pc dont reason use phonemy wish built antenna could listen radio without rds earbuds really great phone want move blackberry dont want pay much nokia asha great phone start withedit october found gino cm section telescoping stainless steel fm radio antenna mm plug use playing radio speaker im really enjoying phone im sitting outside friend desk,12.0,1,0.034,0.682,0.283,0.9915,970
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,nokia asha unlocked gsm phone mp camera video qwertydependabletraditional nokia menusnot complicated like smart phonesdurableeasy use straighttalk internet wifi bluetooth,13.0,1,0.0,0.776,0.224,0.6369,170
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,solidlybuilt unlocked phone update popular nokia c run software good bad good reception nice audio g support band att tmobile hspa refarmed pc band bandthe keyboard pretty good firm nokia qwerty phone eg e comparable c keyboard one obviously world market since added european char symbol keypad wifi work fine opera mini installed run without problem good way go bit websurfing tried email social client text messaging set normal inbox conversation mode ovi store app seem work well couple feature found appealing ability backup phone memory sd card ability lock keypad passcode either manually automatically set time battery fairly good sized blj function key dpad key reassigned user defined shortcut opinion worthy update g c quite league expensive e multitasking software price around unlocked feature gsmg phone well worth considering long one know one getting nonsmart phone apps limited,17.0,1,0.033,0.697,0.269,0.9864,893
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,1,hola compramos do telfonos vienieron totalente diferentes uno vino con la batera daada se descarga de inmediato el otro telfono vino sin la tarjeta de memoria los teclados cargadores son muy distintosmi ta yo no sentimos engaadas defraudadas,2.0,0,0.139,0.861,0.0,-0.7003,241
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,cellphone easy using complete apps important contact people incorporated use wi fi connection satisfied purchased simple phone complete important,4.0,1,0.0,0.617,0.383,0.8074,145
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,gracias llego el procto que compre llevo en el momento indicado en un buen envalaje lo recomiendo sastifactoriamente,0.0,0,0.0,1.0,0.0,0.0,116
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,4,freeze alot bought primarily playing back music instead bb great phone sm ring really loud body strong neat,1.0,1,0.0,0.488,0.512,0.9129,107
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,4,key little hard hit didnt expect spanish keyboard overall good phone,0.0,1,0.085,0.692,0.223,0.4201,68
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,2,preface would considered smartphone united state nothing par android iphone window phone basically feature phone also although say u warranty warranty material came referenced latin american country sure really covered u warranty returned amazon return window wasnt issue phone reviewpros phone great keyboard familiar eseries phone type keyboard interface sort modified symbian liked lot way style hardware attractive gray nice color camera pretty decent considering megapixels email adequatecons ill start small issue work big problem ultimately made decide return phone onboard social network apps fully functional update facebook twitter status rest soso ovi store general poor app store phone isnt able use many even old facebook app used old e used called snaptu facebook since renamed facebook everyone incompatible phone better apps ovi store browser mediocre barely passable also gps phone nokiaovi map incompatible bad always nokia strength immediately eliminates phone smart phone said bought phone wife really needed phone text call could overlooked thing problem could overlook shabby flimsy piece metal supposed hold place standard sim card little piece metal barely attached phone would lock place hold sim card sim card would intermittently get lose inside phone constantly lose signal would take battery readjust sim card would work little ultimately repeat process way frustration worth bad basic phone call text email occasionally updating facebooktwitter status phone lot potential becuase problem sim card holder however essentially unusable used nokia phone year use lumia personally really surprised nokia would sloppy job something important part hold sim card place waste,9.0,1,0.115,0.756,0.129,0.4391,1696
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,received phone day ago put consumer cellular sim card ready go phone seems nice even though come close discovering thing large number ring tone built,3.0,1,0.0,0.769,0.231,0.6808,149
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,5,bought phone christmas present wanted something bit advanced nokia c purchased amazon didnt want go way smartphone word good feature phone smartphone feature without touch screen red however favorite color went white one c silver couldnt find silver asha amazon ive week work great best wifi feature give access web without purchasing data plan may want access personal email go facebook great calendar alarm clock text messaging camera missedreceived call feature c make keeper little bigger wider screen big cant fit pocket purse use nokia charger c await arrival purple phone skin ill right ive nokia phone since theyve never let get better,3.0,1,0.1,0.693,0.207,0.9318,643
"""Nokia Asha 302 Unlocked GSM Phone with 3.2MP Camera, Video, QWERTY Keyboard, Wi-Fi, Bluetooth, FM Radio, SNS Integration, MP3/MP4 Player and microSD Slot - White International Version/Warranty",Nokia,299.0,4,phone pretty good using lycamobile plan thing awkward bottom row letter compared phone device using blackberry trying type nokia always mistyping m n espectially shift key need hit insert punctuation,2.0,1,0.049,0.765,0.187,0.6705,199
